symbol,pattern_type,direction,pattern_mode,is_reversal,algorithm,reversal_from_direction,is_post_entry_reversal,is_post_tp_reversal,is_stopout_reentry,is_stopout_phase2,is_doji_reversal,used_previous_fvg,fvg_quality_passed,reversal_subtype,close_pct_into_c1,backtest_date,day_of_week,trading_timeframe,prior_day_open,prior_day_high,prior_day_low,prior_day_close,prior_day_volume,pattern_timestamp,pattern_expires_at,detection_timeframe,opening15_open,opening15_high,opening15_low,opening15_close,opening15_volume,opening15_range,opening15_body,opening15_body_percent,opening15_direction,c1_open,c1_high,c1_low,c1_close,c1_volume,c1_timestamp,c2_open,c2_high,c2_low,c2_close,c2_volume,c2_timestamp,c3_open,c3_high,c3_low,c3_close,c3_volume,c3_timestamp,sweep_candle_open,sweep_candle_high,sweep_candle_low,sweep_candle_close,sweep_candle_volume,sweep_candle_timestamp,sweep_level,rejection_pct,sweep_body_pct,sweep_penetration_pct,sweep_direction_wick_ratio,sweep_close_distance_pct,sweep_detection_timeframe,sweep_rsi,sweep_macd_price_ratio,sweep_macd_ema26_ratio,sweep_macd_hist_atr_ratio,sweep_macd_signal_ratio,c3_vwap,c3_price_vwap_atr_plus_ratio,c3_price_vwap_atr_minus_ratio,c3_sma_50,c3_sma_200,c3_sma_50_200_ratio,c3_ema_5,c3_ema_8,c3_ema_9,c3_ema_13,c3_ema_20,c3_ema_21,c3_ema_5_13_ratio,c3_ema_8_21_ratio,c3_ema_9_20_ratio,15min_vwap,15min_vwap_200ema_ratio,15min_sma_50,15min_sma_200,15min_sma_50_200_ratio,15min_ema_9,15min_ema_20,15min_ema_50,15min_ema_9_20_ratio,15min_ema_20_50_ratio,sweep_vwap,sweep_price_vwap_ratio,sweep_ema_5,sweep_ema_9,sweep_ema_13,sweep_ema_20,sweep_ema_50,sweep_ema_5_13_ratio,sweep_ema_9_20_ratio,sweep_ema_20_50_ratio,execution_timeframe,entry_price,entry_time,time_to_fill,filled_reason,shares,position_value,spy_market_trend,is_counter_trend,counter_trend_size_reduction_applied,counter_trend_reduction_value,initial_stop_loss,initial_take_profit,stop_loss,take_profit,risk_reward,exit_price,exit_time,exit_reason,eod_close,eod_hold_pnl_dollars,eod_hold_pnl_percent,pnl_dollars,pnl_percent,pnl_per_share,risk_dollars,risk_percent,reward_dollars,reward_percent,win_loss,filled,gap_size_percent,c2_body_size,c2_range,c2_body_percent,mtf_1min_macd,mtf_1min_macd_signal,mtf_1min_macd_histogram,mtf_1min_rsi,mtf_1min_atr,mtf_1min_ema26,mtf_1min_macd_price_ratio,mtf_1min_macd_ema26_ratio,mtf_1min_macd_hist_atr_ratio,mtf_1min_macd_signal_ratio,mtf_5min_macd,mtf_5min_macd_signal,mtf_5min_macd_histogram,mtf_5min_rsi,mtf_5min_atr,mtf_5min_ema26,mtf_5min_macd_price_ratio,mtf_5min_macd_ema26_ratio,mtf_5min_macd_hist_atr_ratio,mtf_5min_macd_signal_ratio,mtf_15min_macd,mtf_15min_macd_signal,mtf_15min_macd_histogram,mtf_15min_rsi,mtf_15min_atr,mtf_15min_ema26,mtf_15min_macd_price_ratio,mtf_15min_macd_ema26_ratio,mtf_15min_macd_hist_atr_ratio,mtf_15min_macd_signal_ratio,mtf_1hour_macd,mtf_1hour_macd_signal,mtf_1hour_macd_histogram,mtf_1hour_rsi,mtf_1hour_atr,mtf_1hour_ema26,mtf_1hour_macd_price_ratio,mtf_1hour_macd_ema26_ratio,mtf_1hour_macd_hist_atr_ratio,mtf_1hour_macd_signal_ratio,vol_atr_zscore,vol_atr_expansion,vol_atr_percentile,vol_bollinger_position,vol_yang_zhang,vol_daily_atr_zscore,vol_daily_atr_expansion,vol_daily_atr_percentile,vol_daily_bollinger_position,vol_daily_yang_zhang,vol_daily_stock_vs_spy_ratio,vol_daily_idiosyncratic,vol_daily_regime,mtf_filter_passed,mtf_filter_reason,macd_histogram_alignment,rsi_alignment,time_in_trade,partial_taken,max_total_volume,max_individual_trade,tp_level_count,tp1_label,tp1_price,tp1_r_multiple,tp1_share_fraction,tp2_label,tp2_price,tp2_r_multiple,tp2_share_fraction,potential_window_min_price,potential_window_max_price,potential_window_min_time,potential_window_max_time,potential_best_profit_dollars,potential_best_profit_percent,potential_worst_loss_dollars,potential_worst_loss_percent,potential_best_rr_achieved,potential_worst_rr_achieved,actual_pnl_vs_potential_best_percent,stop_distance_from_worst_price,tp_distance_from_best_price,stop_was_too_tight,tp_was_too_conservative,actual_vs_best_profit_diff_dollars,actual_vs_worst_loss_diff_dollars,is_split_order,is_order1,is_order2,original_stop_loss_post_readjust,original_take_profit_post_readjust,final_stop_loss,final_take_profit,num_stop_adjustments,total_stop_movement,stop_adjustment_times,stop_adjustment_values,num_tp_adjustments,total_tp_extension,tp_adjustment_times,tp_adjustment_values,stop_tightened,tp_extended,exit_hit_stop,exit_hit_take_profit,exit_max_duration,exit_eod_close,p6_stop_shadow_min_pct_of_body,p6_stop_shadow_extension_multiplier,p6_min_price_above_entry_for_stop_trail,p6_min_stop_distance_from_entry,p6_initial_stop_trail_delay_candles,p6_tp_extension_atr_multiplier,p6_tp_check_interval_minutes,p6_shadow_trailing_timeframes,vix_prior_close,vix_percentile_20d,vix_change_1d,atr_percentile_20d,gap_to_vwap_pct,gap_to_pdh_pct,gap_to_pdl_pct,gap_to_open_pct,session_position,gap_atr_normalized,gap_from_prior_close,c2_volume_vs_avg,sweep_volume_ratio,volume_vs_adv_20d,stock_vs_spy_return_1d,stock_vs_spy_return_5d,gap_age_minutes,gap_fill_pct_at_entry,gap_size_vs_c2_body_ratio,minutes_since_open,minutes_to_close,is_first_hour,is_last_hour,is_lunch_hour,is_fomc_day,is_opex_week,daily_range_percentile,distance_from_52w_high_pct,distance_from_52w_low_pct,is_first_hour_num,is_last_hour_num,is_lunch_hour_num,is_fomc_day_num,is_opex_week_num,opening15_direction_num,direction_num,timeframe_minutes,day_of_week_num,pattern_type_id,pattern_mode_id,symbol_id,minutes_since_open_pct,minutes_to_close_pct,opening15_oc_ratio,opening15_hl_ratio,c1_body_vs_range,c1_upper_wick_ratio,c1_lower_wick_ratio,c2_body_vs_range,c3_body_vs_range,c1_body_vs_atr,c1_range_vs_atr,c2_body_vs_atr,c3_body_vs_atr,entry_vs_prior_day_range,entry_vs_prior_close_pct,entry_vs_vwap_ratio,risk_per_share,risk_vs_atr,reward_per_share,reward_to_risk,gap_size_pct_of_range,gap_vs_atr,gap_fill_remaining_pct,sweep_wick_vs_atr,volume_vs_atr,volume_vs_prior,volume_rank_proxy,rel_strength_1d_ratio,rel_strength_5d_ratio,momentum_vs_spy,intraday_range_vs_atr,daily_range_percentile_num,entry_vs_52w_high_ratio,entry_vs_52w_low_ratio,sweep_detection_timeframe_minutes,detection_timeframe_minutes,execution_timeframe_minutes,is_sweep_1min,is_sweep_5min,is_sweep_15min,is_sweep_1hour,sweep_rsi_vs_1min,sweep_rsi_vs_5min,sweep_rsi_vs_15min,sweep_rsi_vs_1hour,sweep_rsi_vs_reference,sweep_macd_vs_15min,sweep_macd_hist_vs_15min,sweep_macd_signal_vs_15min,rsi_1min_5min_diff,rsi_5min_15min_diff,rsi_15min_1hour_diff,macd_1min_5min_alignment,macd_5min_15min_alignment,macd_15min_1hour_alignment,macd_full_alignment,atr_1min_5min_ratio,atr_5min_15min_ratio,atr_15min_1hour_ratio,bollinger_band_position,distance_from_vwap_atr,opening_range_percentile,yang_zhang_vol_20d,stock_vs_spy_vol_ratio,atr_expansion_5_20,atr_zscore_20d,idiosyncratic_vol,relative_vol_percentile,vol_regime,premarket_range_pct,opening_drive_exhaustion,5m_15m_atr_ratio
CFLT,Liquidity Sweep,long,pattern6,False,pattern6,,False,False,False,False,False,False,True,,,2025-06-02,Monday,15min,22.99,23.12,22.39,23.03,5649043.0,2025-06-02 11:30:00,2025-06-02 13:15:00,15min,22.95,23.04,22.55,22.56,202233.0,0.48999999999999844,0.39000000000000057,79.59183673469424,BEARISH,22.45,22.59,22.44,22.55,158853,2025-06-02 10:30:00,22.56,22.75,22.555,22.73,146269,2025-06-02 10:45:00,22.74,22.79,22.66,22.7,181632,2025-06-02 11:00:00,22.59,22.8,22.56,22.715,281368,2025-06-02 11:30:00,22.66,64.58333333333327,52.08,41.67,2.8333,35.42,15min,41.73575402837927,-0.11264,-0.00112,-0.20307,1.47635,23.240424,0.9744888269489861,0.979014416267614,22.996031999999996,22.797286500000006,1.0087179454449542,23.16121986016393,23.121510297469264,23.11181003875749,23.0844800675965,23.058361799470294,23.05558965129317,1.0033243024032907,1.0028592045214682,1.0023179547511665,22.743648,0.9786404971621293,22.996031999999996,22.797286500000006,1.0087179454449542,23.11181003875749,23.058361799470294,23.240172549019608,1.0023179547511665,0.992176876089632,22.741948,0.9928788861886413,22.58079029978386,22.591921999811966,22.604006342373456,22.61981618573266,22.620952213994766,0.9989729235500135,0.9987668252610166,0.9999497798213196,15min,22.6,11:30:00,0min,Entry price hit,14,316.40000000000003,BULLISH,False,False,1.0,22.52,22.73,22.52,22.77,1.62499999999995,22.77,11:40:00,Take Profit,23.06,6.439999999999962,2.035398230088483,2.379999999999974,0.7522123893805227,0.16999999999999815,1.1200000000000259,0.3539823008849639,2.379999999999974,0.7522123893805227,WIN,YES,0.3104212860310434,0.1700000000000017,0.19500000000000028,87.17948717948792,-0.02541,-0.01719,-0.00822,41.745,0.04041,22.62652,-0.11252,-0.00112,-0.20341,1.47828,-0.01294,-0.03359,0.02065,47.851,0.11341,22.62148,-0.05729,-0.00057,0.1821,0.38523,-0.06796,-0.06601,-0.00195,50.06,0.18799,22.72087,0.07406,0.00074,-0.1193,0.51909,-0.04432,-0.01491,-0.02941,49.936,0.35133,22.83417,-0.19413,-0.00194,-0.08372,2.97295,0.6968,0.7517,70.0,36.0,0.1374,-1.2707,0.9547,20.0,75.78,0.4838,2.4251,0.3088,-1,True,All timeframe requirements met,3,3,10,False,100000,640,2.0,TP1,22.73,1.625,0.5,TP2,22.72,1.5,0.5,22.57,22.97,11:31:00,13:42:00,5.179999999999964,1.637168141592909,-0.4200000000000159,-0.13274336283186344,4.6249999999998614,-0.37500000000000555,45.945945945945766,-0.05000000000000071,-0.1999999999999993,YES,YES,-2.79999999999999,2.79999999999999,True,True,False,22.52,22.73,22.52,22.77,0,0.0,,,2,0.0,"11:35:00,11:40:00","22.78,22.77",False,False,False,True,False,False,0.2,0.85,0.002,0.002,1,0.07,5,15min,52.77,65.0,0.8794,20.0,-2.8337,-2.3009,0.9292,-1.5251,,0.6186,-0.3474,2.6219,5.0435,0.2451,-0.1048,4.1274,30.0,85.71,0.4127,120.0,270.0,False,False,False,False,False,10.0,40.3694,27.0377,0,0,0,0,0,0,1,15,1,0,0,20,0.307692,0.692308,1.017287,1.021729,0.666667,0.266667,0.066667,0.871795,0.307692,0.881756,1.322635,1.498986,0.352703,0.287671,-0.018671,0.972444,0.08,0.705405,0.17,2.125,1.591904,2.73716,0.1429,0.749493,1289736.354819,0.920782,0.2451,-0.1048,4.1274,0.735849,4.320607,0.1,0.712406,1.370571,15,15,15,0,0,1,0,0.999779,0.872202,0.833715,0.835785,0.833715,-1.520929,1.702179,2.844112,-6.106,-2.209,0.124,1,1,1,1,0.356318,0.603277,0.535081,75.78,5.64698,10.0,0.4838,2.4251,0.9547,-1.2707,0.3088,20.0,-1,1.2297,1.3947,0.603277
CFLT,Liquidity Sweep,long,pattern6,False,pattern6,,False,False,False,False,False,False,True,,,2025-06-02,Monday,15min,22.99,23.12,22.39,23.03,5649043.0,2025-06-02 11:30:00,2025-06-02 13:15:00,15min,22.95,23.04,22.55,22.56,202233.0,0.48999999999999844,0.39000000000000057,79.59183673469424,BEARISH,22.45,22.59,22.44,22.55,158853,2025-06-02 10:30:00,22.56,22.75,22.555,22.73,146269,2025-06-02 10:45:00,22.74,22.79,22.66,22.7,181632,2025-06-02 11:00:00,22.59,22.8,22.56,22.715,281368,2025-06-02 11:30:00,22.66,64.58333333333327,52.08,41.67,2.8333,35.42,15min,41.73575402837927,-0.11264,-0.00112,-0.20307,1.47635,23.240424,0.9744888269489861,0.979014416267614,22.996031999999996,22.797286500000006,1.0087179454449542,23.16121986016393,23.121510297469264,23.11181003875749,23.0844800675965,23.058361799470294,23.05558965129317,1.0033243024032907,1.0028592045214682,1.0023179547511665,22.743648,0.9786404971621293,22.996031999999996,22.797286500000006,1.0087179454449542,23.11181003875749,23.058361799470294,23.240172549019608,1.0023179547511665,0.992176876089632,22.741948,0.9928788861886413,22.58079029978386,22.591921999811966,22.604006342373456,22.61981618573266,22.620952213994766,0.9989729235500135,0.9987668252610166,0.9999497798213196,15min,22.6,11:30:00,0min,Entry price hit,14,316.40000000000003,BULLISH,False,False,1.0,22.52,22.72,22.52,22.77,1.62499999999995,22.77,11:40:00,Take Profit,23.06,6.439999999999962,2.035398230088483,2.379999999999974,0.7522123893805227,0.16999999999999815,1.1200000000000259,0.3539823008849639,2.379999999999974,0.7522123893805227,WIN,YES,0.3104212860310434,0.1700000000000017,0.19500000000000028,87.17948717948792,-0.02541,-0.01719,-0.00822,41.745,0.04041,22.62652,-0.11252,-0.00112,-0.20341,1.47828,-0.01294,-0.03359,0.02065,47.851,0.11341,22.62148,-0.05729,-0.00057,0.1821,0.38523,-0.06796,-0.06601,-0.00195,50.06,0.18799,22.72087,0.07406,0.00074,-0.1193,0.51909,-0.04432,-0.01491,-0.02941,49.936,0.35133,22.83417,-0.19413,-0.00194,-0.08372,2.97295,0.6968,0.7517,70.0,36.0,0.1374,-1.2707,0.9547,20.0,75.78,0.4838,2.4251,0.3088,-1,True,All timeframe requirements met,3,3,10,False,100000,640,2.0,TP1,22.73,1.625,0.5,TP2,22.72,1.5,0.5,22.57,22.97,11:31:00,13:42:00,5.179999999999964,1.637168141592909,-0.4200000000000159,-0.13274336283186344,4.6249999999998614,-0.37500000000000555,45.945945945945766,-0.05000000000000071,-0.1999999999999993,YES,YES,-2.79999999999999,2.79999999999999,True,False,True,22.52,22.72,22.52,22.77,0,0.0,,,2,0.0,"11:35:00,11:40:00","22.78,22.77",False,True,False,True,False,False,0.2,0.85,0.002,0.002,1,0.07,5,15min,52.77,65.0,0.8794,20.0,-2.8337,-2.3009,0.9292,-1.5251,,0.6186,-0.3474,2.6219,5.0435,0.2451,-0.1048,4.1274,30.0,85.71,0.4127,120.0,270.0,False,False,False,False,False,10.0,40.3694,27.0377,0,0,0,0,0,0,1,15,1,0,0,20,0.307692,0.692308,1.017287,1.021729,0.666667,0.266667,0.066667,0.871795,0.307692,0.881756,1.322635,1.498986,0.352703,0.287671,-0.018671,0.972444,0.08,0.705405,0.17,2.125,1.591904,2.73716,0.1429,0.749493,1289736.354819,0.920782,0.2451,-0.1048,4.1274,0.735849,4.320607,0.1,0.712406,1.370571,15,15,15,0,0,1,0,0.999779,0.872202,0.833715,0.835785,0.833715,-1.520929,1.702179,2.844112,-6.106,-2.209,0.124,1,1,1,1,0.356318,0.603277,0.535081,75.78,5.64698,10.0,0.4838,2.4251,0.9547,-1.2707,0.3088,20.0,-1,1.2297,1.3947,0.603277
CSCO,Liquidity Sweep,long,pattern6,False,pattern6,,False,False,False,False,False,False,True,,,2025-06-02,Monday,15min,62.92,63.175,62.3,63.04,25829056.0,2025-06-02 10:45:00,2025-06-02 12:45:00,15min,62.725,63.1,62.67,63.04,941191.0,0.4299999999999997,0.3149999999999977,73.25581395348789,BULLISH,62.94,63.14,62.74,63.13,550659,2025-06-02 10:00:00,63.13,63.36,63.125,63.355,694327,2025-06-02 10:15:00,63.36,63.55,63.325,63.38,487060,2025-06-02 10:30:00,63.375,63.43,63.3,63.38,303791,2025-06-02 10:45:00,63.325,61.53846153846448,3.85,19.23,0.6667,38.46,15min,55.77183732887527,0.07296,0.00073,-0.34338,0.73316,64.390638,0.9853100526075824,0.98733905176399,64.05553,63.54210599999996,1.0080800595435102,64.34707604800684,64.3176259307171,64.30885240287952,64.27731756662072,64.23041688370162,64.22426963034036,1.0010852736863796,1.0014535984747523,1.0012211584944235,63.434252,0.9856099865865727,64.05553,63.54210599999996,1.0080800595435102,64.30885240287952,64.23041688370162,64.36157254901961,1.0012211584944235,0.9979622053948713,63.298858,1.0009659257991668,63.372042777300095,63.375265726483036,63.3713547825044,63.350633585919304,63.227019860315544,1.0000108565581098,1.0003888223237787,1.0019550775266153,15min,63.18,11:34:00,49min,Entry price hit,5,315.9,BULLISH,False,False,1.0,63.07,63.35,63.06,63.35,1.545454545454569,63.35,11:47:00,Take Profit,63.85,3.3500000000000085,1.0604621715732854,0.8500000000000085,0.2690724912947163,0.1700000000000017,0.5999999999999872,0.18993352326685256,0.8500000000000085,0.2690724912947162,WIN,YES,0.293046095358787,0.22499999999999432,0.23499999999999943,95.74468085106164,0.04643,0.06335,-0.01692,55.521,0.04914,63.32659,0.07328,0.00073,-0.3443,0.7329,0.12818,0.09195,0.03623,57.807,0.14087,63.09361,0.20248,0.00203,0.25716,1.39397,0.11268,0.05287,0.05981,41.565,0.18025,62.98311,-0.01686,-0.00017,-0.138,-1.41792,-0.02594,-0.08994,0.064,60.17,0.30358,62.96247,-0.04093,-0.00041,0.21083,0.2884,1.7403,1.5172,95.0,93.7,0.035,0.4275,0.7745,45.0,64.37,0.2591,1.2987,0.184,,True,All timeframe requirements met,3,1,13,False,100000,640,2.0,TP1,63.35,1.417,0.5,TP2,63.37,1.583,0.5,63.17,63.675,11:37:00,14:22:00,2.474999999999987,0.7834757834757794,-0.04999999999999005,-0.015827793605568234,4.125000000000067,-0.08333333333331853,34.343434343434865,-0.10999999999999943,-0.32499999999999574,YES,YES,-1.6249999999999787,0.8999999999999986,True,True,False,63.06,63.35,63.06,63.35,0,0.0,,,0,0.0,,,False,False,False,True,False,False,0.2,0.85,0.002,0.002,1,0.07,5,15min,52.77,65.0,0.8794,45.0,-1.9162,0.0079,1.3928,0.7254,,1.3143,-0.4997,5.3133,2.3247,0.216,0.096,-1.5855,64.0,78.38,0.8229,124.0,266.0,False,False,False,False,False,,4.9925,41.9775,0,0,0,0,0,1,1,15,1,0,0,29,0.317949,0.682051,0.995003,1.006861,0.475,0.025,0.5,0.957447,0.088889,1.348761,2.839497,1.597217,0.141975,1.005714,0.002221,0.981199,0.12,0.851849,0.17,1.416667,1.247005,2.080259,0.2162,0.532406,4928849.293675,1.260902,0.216,0.096,-1.5855,-0.59434,3.05246,,0.952449,1.723469,15,15,15,0,0,1,0,1.004518,0.964794,1.341798,0.926904,1.341798,-4.327402,2.488261,-0.517067,-2.286,16.242,-18.605,1,1,0,0,0.348832,0.781526,0.593748,64.37,8.594009,,0.2591,1.2987,0.7745,0.4275,0.184,45.0,,0.6523,1.416431,0.781526
CSCO,Liquidity Sweep,long,pattern6,False,pattern6,,False,False,False,False,False,False,True,,,2025-06-02,Monday,15min,62.92,63.175,62.3,63.04,25829056.0,2025-06-02 10:45:00,2025-06-02 12:45:00,15min,62.725,63.1,62.67,63.04,941191.0,0.4299999999999997,0.3149999999999977,73.25581395348789,BULLISH,62.94,63.14,62.74,63.13,550659,2025-06-02 10:00:00,63.13,63.36,63.125,63.355,694327,2025-06-02 10:15:00,63.36,63.55,63.325,63.38,487060,2025-06-02 10:30:00,63.375,63.43,63.3,63.38,303791,2025-06-02 10:45:00,63.325,61.53846153846448,3.85,19.23,0.6667,38.46,15min,55.77183732887527,0.07296,0.00073,-0.34338,0.73316,64.390638,0.9853100526075824,0.98733905176399,64.05553,63.54210599999996,1.0080800595435102,64.34707604800684,64.3176259307171,64.30885240287952,64.27731756662072,64.23041688370162,64.22426963034036,1.0010852736863796,1.0014535984747523,1.0012211584944235,63.434252,0.9856099865865727,64.05553,63.54210599999996,1.0080800595435102,64.30885240287952,64.23041688370162,64.36157254901961,1.0012211584944235,0.9979622053948713,63.298858,1.0009659257991668,63.372042777300095,63.375265726483036,63.3713547825044,63.350633585919304,63.227019860315544,1.0000108565581098,1.0003888223237787,1.0019550775266153,15min,63.18,11:34:00,49min,Entry price hit,5,315.9,BULLISH,False,False,1.0,63.07,63.37,63.06,63.38,1.545454545454569,63.38,11:51:00,Take Profit,63.85,3.3500000000000085,1.0604621715732854,1.0000000000000142,0.3165558721114322,0.20000000000000284,0.5999999999999872,0.18993352326685256,1.0000000000000142,0.31655587211143216,WIN,YES,0.293046095358787,0.22499999999999432,0.23499999999999943,95.74468085106164,0.04643,0.06335,-0.01692,55.521,0.04914,63.32659,0.07328,0.00073,-0.3443,0.7329,0.12818,0.09195,0.03623,57.807,0.14087,63.09361,0.20248,0.00203,0.25716,1.39397,0.11268,0.05287,0.05981,41.565,0.18025,62.98311,-0.01686,-0.00017,-0.138,-1.41792,-0.02594,-0.08994,0.064,60.17,0.30358,62.96247,-0.04093,-0.00041,0.21083,0.2884,1.7403,1.5172,95.0,93.7,0.035,0.4275,0.7745,45.0,64.37,0.2591,1.2987,0.184,,True,All timeframe requirements met,3,1,17,False,100000,640,2.0,TP1,63.35,1.417,0.5,TP2,63.37,1.583,0.5,63.17,63.675,11:37:00,14:22:00,2.474999999999987,0.7834757834757794,-0.04999999999999005,-0.015827793605568234,4.125000000000067,-0.08333333333331853,40.40404040404118,-0.10999999999999943,-0.2949999999999946,YES,YES,-1.474999999999973,1.0500000000000043,True,False,True,63.06,63.37,63.06,63.38,0,0.0,,,1,0.0,11:45:00,63.38,False,True,False,True,False,False,0.2,0.85,0.002,0.002,1,0.07,5,15min,52.77,65.0,0.8794,45.0,-1.9162,0.0079,1.3928,0.7254,,1.3143,-0.4997,5.3133,2.3247,0.216,0.096,-1.5855,64.0,78.38,0.8229,124.0,266.0,False,False,False,False,False,,4.9925,41.9775,0,0,0,0,0,1,1,15,1,0,0,29,0.317949,0.682051,0.995003,1.006861,0.475,0.025,0.5,0.957447,0.088889,1.348761,2.839497,1.597217,0.141975,1.005714,0.002221,0.981199,0.12,0.851849,0.2,1.666667,1.247005,2.080259,0.2162,0.532406,4928849.293675,1.260902,0.216,0.096,-1.5855,-0.59434,3.05246,,0.952449,1.723469,15,15,15,0,0,1,0,1.004518,0.964794,1.341798,0.926904,1.341798,-4.327402,2.488261,-0.517067,-2.286,16.242,-18.605,1,1,0,0,0.348832,0.781526,0.593748,64.37,8.594009,,0.2591,1.2987,0.7745,0.4275,0.184,45.0,,0.6523,1.416431,0.781526
CTRA,Liquidity Sweep,long,pattern6,False,pattern6,,False,False,False,False,False,False,True,,,2025-06-02,Monday,15min,24.5,24.745,24.24,24.31,12206406.0,2025-06-02 12:15:00,2025-06-02 14:15:00,15min,24.725,24.88,24.63,24.63,392235.0,0.25,0.09500000000000242,38.000000000000966,BEARISH,24.955,25.05,24.935,25.045,173617,2025-06-02 11:30:00,25.045,25.195,25.035,25.188,168363,2025-06-02 11:45:00,25.185,25.205,25.105,25.165,188643,2025-06-02 12:00:00,25.165,25.195,25.095,25.1835,157705,2025-06-02 12:15:00,25.105,88.49999999999855,18.5,10.0,0.1643,11.5,15min,65.53977191267668,0.08732,0.00087,-0.11414,0.91998,25.261221,0.9940762068185923,0.9975199405842148,25.027066000000026,24.769733499999987,1.010388989449565,25.234235711857814,25.18956990272586,25.177004842318702,25.13795247772567,25.098767054710535,25.0950596277703,1.0038301939753231,1.003766090870371,1.0031171964518266,25.178868,0.9954186841900812,25.027066000000026,24.769733499999987,1.010388989449565,25.177004842318702,25.098767054710535,25.29401960784314,1.0031171964518266,0.9922806830958547,24.93760965854886,1.0091183695857229,25.15889085656074,25.152857751717086,25.147663046595376,25.136886684297913,25.09344687954762,1.0004464752825961,1.0006353637831031,1.001731121474017,15min,25.06,13:50:00,95min,Entry price hit,12,300.71999999999997,BULLISH,False,False,1.0,24.97,25.19,24.97,25.18,1.444444444444475,24.97,14:03:00,Stop Loss,25.08,0.23999999999999488,0.07980845969672616,-1.0799999999999983,-0.3591380686352748,-0.08999999999999986,1.0799999999999983,0.3591380686352748,1.440000000000012,0.4788507581803711,LOSS,YES,0.2196047115192642,0.14299999999999713,0.16000000000000014,89.37499999999812,0.02198,0.02389,-0.00191,65.54,0.01674,25.12704,0.08733,0.00087,-0.11416,0.91998,0.07999,0.08141,-0.00142,59.581,0.06934,25.01037,0.3185,0.0032,-0.02049,0.98255,0.16876,0.13643,0.03233,53.209,0.13164,24.83113,0.26276,0.00263,0.38582,2.94827,0.09931,0.00735,0.09196,64.998,0.22515,24.68418,0.39415,0.00402,0.40842,13.50988,1.0036,0.7499,80.0,78.5,0.0885,-1.7601,0.6714,5.0,47.78,0.3786,1.8977,0.3637,-2,True,All timeframe requirements met,2,,13,False,100000,640,2.0,TP1,25.19,1.444,0.5,TP2,25.17,1.222,0.5,24.89,25.095,14:07:00,14:00:00,0.4200000000000017,0.13966480446927432,-2.039999999999978,-0.6783719074221795,0.38888888888889106,-1.8888888888888713,-257.1428571428557,0.0799999999999983,0.08500000000000085,NO,NO,-1.5,0.9599999999999795,True,True,False,24.97,25.19,24.97,25.18,0,0.0,,,1,0.0,14:00:00,25.18,False,False,True,False,False,False,0.2,0.85,0.002,0.002,1,0.07,5,15min,52.77,65.0,0.8794,5.0,-0.803,1.257,3.2721,1.3549,,0.7937,1.7071,2.0888,1.9566,0.3638,-1.5865,-1.4901,110.0,81.82,0.3848,260.0,130.0,False,False,False,False,False,,16.3272,12.3767,0,0,0,0,0,0,1,15,1,0,0,31,0.666667,0.333333,1.003857,1.01015,0.782609,0.043478,0.173913,0.89375,0.2,1.297952,1.658494,2.062302,0.288434,1.623762,0.030852,0.992034,0.09,1.297952,0.12,1.333333,1.372529,3.167071,0.1818,1.009518,2428079.030862,0.969738,0.3638,-1.5865,-1.4901,0.179245,3.605423,,0.859644,1.141249,15,15,15,0,0,1,0,0.999997,1.100011,1.231742,1.008335,1.231742,0.332318,-0.295837,0.312041,5.959,6.372,-11.789,1,1,1,1,0.241419,0.52674,0.584677,47.78,2.901947,,0.3786,1.8977,0.6714,-1.7601,0.3637,5.0,-2,1.5486,1.110371,0.52674
